Order,Family,Genus,Species,MorphoTraitValue,BodyMass_g,MorphoTrait,Original_Unit,DOI
Chiroptera,Vespertilionidae,Chalinolobus,Chalinolobus_morio,0.18,8.3,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Phyllostomidae,Chiroderma,Chiroderma_salvini,0.81,26.1,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Phyllostomidae,Chiroderma,Chiroderma_trinitatum,0.54,13.7,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Phyllostomidae,Chiroderma,Chiroderma_villosum,0.71,24.8,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Phyllostomidae,Choeroniscus,Choeroniscus_minor,0.39,9.6,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Emballonuridae,Coleura,Coleura_afra,0.26,11.5,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Emballonuridae,Cormura,Cormura_brevirostris,0.22,8.2,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Craseonycteridae,Craseonycteris,Craseonycteris_thonglongyai,0.09,2.56,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Pteropodidae,Cynopterus,Cynopterus_brachyotis,0.88,29,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Pteropodidae,Cynopterus,Cynopterus_horsfieldii,1.23,53,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Pteropodidae,Cynopterus,Cynopterus_sphinx,1.2,51.7,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Phyllostomidae,Desmodus,Desmodus_rotundus,0.9,29,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Phyllostomidae,Diaemus,Diaemus_youngi,0.97,34.6,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Phyllostomidae,Diphylla,Diphylla_ecaudata,0.8,30.9,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Pteropodidae,Eidolon,Eidolon_helvum,4.29,262,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Emballonuridae,Emballonura,Emballonura_monticola,0.17,5.3,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Emballonuridae,Emballonura,Emballonura_raffrayana,0.17,5.9,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Pteropodidae,Eonycteris,Eonycteris_spelaea,1.18,50,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Vespertilionidae,Eptesicus,Eptesicus_brasiliensis,0.2,9.2,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Vespertilionidae,Eptesicus,Eptesicus_dimissus,0.23,15,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Vespertilionidae,Eptesicus,Eptesicus_fuscus,0.24,13.6,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Vespertilionidae,Eptesicus,Eptesicus_serotinus,0.31,23.4,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Molossidae,Eumops,Eumops_auripendulus,0.61,33.8,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Furipteridae,Furipterus,Furipterus_horrens,0.13,3.43,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Vespertilionidae,Glischropus,Glischropus_tylopus,0.1,4.9,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Phyllostomidae,Glossophaga,Glossophaga_longirostris,0.44,11.3,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Phyllostomidae,Glossophaga,Glossophaga_soricina,0.39,11.2,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Vespertilionidae,Harpiocephalus,Harpiocephalus_harpia,0.44,13.5,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Vespertilionidae,Hesperoptenus,Hesperoptenus_blanfordi,0.16,7.3,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Hipposideridae,Hipposideros,Hipposideros_armiger,0.8,56,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Hipposideridae,Hipposideros,Hipposideros_ater,0.21,6.9,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Hipposideridae,Hipposideros,Hipposideros_bicolor,0.24,8.4,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Hipposideridae,Hipposideros,Hipposideros_caffer,0.32,10.7,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Hipposideridae,Hipposideros,Hipposideros_commersoni,0.75,99.2,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Hipposideridae,Hipposideros,Hipposideros_diadema,0.71,41.9,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Hipposideridae,Hipposideros,Hipposideros_fulvus,0.24,7,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Hipposideridae,Hipposideros,Hipposideros_galeritus,0.28,10.4,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Hipposideridae,Hipposideros,Hipposideros_lankadiva,0.73,48.5,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Hipposideridae,Hipposideros,Hipposideros_larvatus,0.41,20.5,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Hipposideridae,Hipposideros,Hipposideros_ridleyi,0.27,9.6,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Hipposideridae,Hipposideros,Hipposideros_ruber,0.27,7.3,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Hipposideridae,Hipposideros,Hipposideros_speoris,0.28,11.5,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Hipposideridae,Hipposideros,Hipposideros_turpis,0.6,34.8,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Pteropodidae,Hypsignathus,Hypsignathus_monstrosus,3.4,340,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Vespertilionidae,Hypsugo,Hypsugo_pulveratus,0.14,5.3,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Vespertilionidae,Ia,Ia_io,0.76,53.3,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Vespertilionidae,Kerivoula,Kerivoula_papillosa,0.31,10.1,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Vespertilionidae,Lasiurus,Lasiurus_borealis,0.17,7.8,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Phyllostomidae,Leptonycteris,Leptonycteris_curasoae,0.55,24.5,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Phyllostomidae,Leptonycteris,Leptonycteris_nivalis,0.59,22.8,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Phyllostomidae,Lonchophylla,Lonchophylla_mordax,0.43,10.7,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Phyllostomidae,Hsunycteris,Hsunycteris_thomasi,0.34,6.9,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Phyllostomidae,Lophostoma,Lophostoma_schulzi,0.51,21.3,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Phyllostomidae,Lophostoma,Lophostoma_silvicolum,0.76,32.3,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Megadermatidae,Macroderma,Macroderma_gigas,1.7,119.8,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Phyllostomidae,Macrophyllum,Macrophyllum_macrophyllum,0.32,8.6,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Megadermatidae,Megaderma,Megaderma_lyra,0.91,38.6,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Megadermatidae,Megaderma,Megaderma_spasma,0.64,22.6,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Phyllostomidae,Mesophylla,Mesophylla_macconnelli,0.34,7.5,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Phyllostomidae,Micronycteris,Micronycteris_brachyotis,0.41,14.7,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Phyllostomidae,Micronycteris,Micronycteris_megalotis,0.27,6.5,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Phyllostomidae,Micronycteris,Micronycteris_minuta,0.29,6.9,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Phyllostomidae,Micronycteris,Micronycteris_schmidtorum,0.31,7.8,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Phyllostomidae,Mimon,Mimon_crenulatum,0.34,14.8,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Vespertilionidae,Miniopterus,Miniopterus_australis,0.2,7.1,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Vespertilionidae,Miniopterus,Miniopterus_inflatus,0.33,14.9,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Vespertilionidae,Miniopterus,Miniopterus_magnater,0.32,15,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Vespertilionidae,Miniopterus,Miniopterus_pusillus,0.22,8.6,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Vespertilionidae,Miniopterus,Miniopterus_schreibersii,0.29,12.7,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Vespertilionidae,Miniopterus,Miniopterus_tristis,0.33,15.6,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Phyllostomidae,Monophyllus,Monophyllus_plethodon,0.45,15,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Molossidae,Mormopterus,Mormopterus_jugularis,0.22,11.5,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Vespertilionidae,Murina,Murina_cyclotis,0.25,7.1,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Vespertilionidae,Murina,Murina_huttoni,0.26,8.8,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Vespertilionidae,Myotis,Myotis_adversus,0.25,11.2,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Vespertilionidae,Myotis,Myotis_albescens,0.13,4,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Vespertilionidae,Myotis,Myotis_annectans,0.22,9.8,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Vespertilionidae,Myotis,Myotis_bechsteinii,0.27,7.5,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Vespertilionidae,Myotis,Myotis_bocagii,0.21,7.6,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Vespertilionidae,Myotis,Myotis_dasycneme,0.31,15,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Vespertilionidae,Myotis,Myotis_daubentonii,0.23,7,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Vespertilionidae,Myotis,Myotis_fortidens,0.13,4.3,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Vespertilionidae,Myotis,Myotis_hasseltii,0.19,7.5,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Vespertilionidae,Myotis,Myotis_horsfieldii,0.2,6.3,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Vespertilionidae,Myotis,Myotis_lucifugus,0.17,7.9,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Vespertilionidae,Myotis,Myotis_muricola,0.12,4.8,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Vespertilionidae,Myotis,Myotis_myotis,0.48,25,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Vespertilionidae,Myotis,Myotis_mystacinus,0.16,4,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Vespertilionidae,Myotis,Myotis_nattereri,0.22,7,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Vespertilionidae,Myotis,Myotis_nigricans,0.12,4.5,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Vespertilionidae,Myotis,Myotis_siligorensis,0.1,3.46,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Vespertilionidae,Myotis,Myotis_tricolor,0.26,13.6,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Natalidae,Natalus,Natalus_tumidirostris,0.24,6.9,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Vespertilionidae,Neoromicia,Neoromicia_nanus,0.1,3.9,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Noctilionidae,Noctilio,Noctilio_albiventris,0.55,38.5,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Noctilionidae,Noctilio,Noctilio_leporinus,1.26,58.5,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Vespertilionidae,Nyctalus,Nyctalus_noctula,0.36,27,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Nycteridae,Nycteris,Nycteris_arge,0.36,10.6,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Nycteridae,Nycteris,Nycteris_grandis,0.71,29.8,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Nycteridae,Nycteris,Nycteris_hispida,0.28,7.8,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Nycteridae,Nycteris,Nycteris_javanica,0.47,18.4,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Nycteridae,Nycteris,Nycteris_macrotis,0.39,14.5,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Nycteridae,Nycteris,Nycteris_thebaica,0.32,8.9,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Vespertilionidae,Nyctophilus,Nyctophilus_geoffroyi,0.17,7.2,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Molossidae,Otomops,Otomops_martiensseni,0.76,41.5,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Emballonuridae,Peropteryx,Peropteryx_macrotis,0.16,5.6,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Phyllostomidae,Phylloderma,Phylloderma_stenops,1.34,46.1,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Phyllostomidae,Phyllostomus,Phyllostomus_discolor,0.89,33,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Phyllostomidae,Phyllostomus,Phyllostomus_elongatus,0.89,44.9,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Phyllostomidae,Phyllostomus,Phyllostomus_hastatus,1.53,91.8,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Vespertilionidae,Pipistrellus,Pipistrellus_coromandra,0.1,4.6,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Vespertilionidae,Pipistrellus,Pipistrellus_javanicus,0.12,4.5,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Vespertilionidae,Pipistrellus,Pipistrellus_kuhlii,0.17,6.3,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Vespertilionidae,Pipistrellus,Pipistrellus_subflavus,0.12,5.3,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Vespertilionidae,Pipistrellus,Pipistrellus_tenuis,0.09,3.9,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus_helleri,0.42,11.6,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Vespertilionidae,Plecotus,Plecotus_auritus,0.24,6.6,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Mormoopidae,Pteronotus,Pteronotus_davyi,0.31,10.6,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Mormoopidae,Pteronotus,Pteronotus_gymnonotus,0.34,13.6,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Mormoopidae,Pteronotus,Pteronotus_parnellii,0.54,20.2,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Mormoopidae,Pteronotus,Pteronotus_personatus,0.23,8.1,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Pteropodidae,Pteropus,Pteropus_giganteus,7.78,577,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Pteropodidae,Pteropus,Pteropus_lylei,6.13,314.29,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Pteropodidae,Pteropus,Pteropus_rufus,7.3,374.86,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_acuminatus,0.3,12.1,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_affinis,0.35,13.7,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_capensis,0.26,12.8,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_clivosus,0.24,20.1,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_coelophyllus,0.26,7.7,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_cornutus,0.19,6.6,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_eloquens,0.4,19.1,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_ferrumequinum,0.35,23.5,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_hildebrandti,0.63,29.1,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_hipposideros,0.15,4.6,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_landeri,0.28,9.7,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_lepidus,0.18,6,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_luctus,0.62,32.8,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_macrotis,0.21,6.3,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_malayanus,0.2,6.4,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_megaphyllus,0.26,9.8,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_mehelyi,0.31,9.7,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_pearsonii,0.33,13.9,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_pusillus,0.16,4.7,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_robinsoni,0.28,8.4,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_thomasi,0.23,9,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus_trifoliatus,0.35,14.6,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Hipposideridae,Rhinonicteris,Rhinonicteris_aurantia,0.25,8.6,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla_pumilio,0.36,8.9,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Rhinopomatidae,Rhinopoma,Rhinopoma_hardwickii,0.28,12.9,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Rhinopomatidae,Rhinopoma,Rhinopoma_microphyllum,0.39,29.4,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Vespertilionidae,Rhogeessa,Rhogeessa_parvula,0.11,4.5,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Vespertilionidae,Rhogeessa,Rhogeessa_tumida,0.11,5.1,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Emballonuridae,Rhynchonycteris,Rhynchonycteris_naso,0.11,4.3,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Pteropodidae,Rousettus,Rousettus_aegyptiacus,2.6,130,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Emballonuridae,Saccopteryx,Saccopteryx_bilineata,0.22,8,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Emballonuridae,Saccopteryx,Saccopteryx_canescens,0.13,3.4,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Emballonuridae,Saccopteryx,Saccopteryx_leptura,0.16,5.1,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Vespertilionidae,Scotomanes,Scotomanes_ornatus,0.38,21.8,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Vespertilionidae,Scotophilus,Scotophilus_dinganii,0.44,24.3,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Vespertilionidae,Scotophilus,Scotophilus_kuhlii,0.34,20.4,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Vespertilionidae,Scotophilus,Scotophilus_nigrita,1.05,101.3,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Phyllostomidae,Sphaeronycteris,Sphaeronycteris_toxophyllum,0.52,18.4,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Phyllostomidae,Sturnira,Sturnira_lilium,0.52,17.1,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Phyllostomidae,Sturnira,Sturnira_ludovici,0.68,25.9,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Phyllostomidae,Sturnira,Sturnira_tildae,0.7,24.4,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Molossidae,Tadarida,Tadarida_aegyptiaca,0.39,17.7,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Emballonuridae,Taphozous,Taphozous_australis,0.52,24,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Emballonuridae,Taphozous,Taphozous_longimanus,0.47,23.2,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Emballonuridae,Taphozous,Taphozous_mauritianus,0.55,29,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Emballonuridae,Taphozous,Taphozous_melanopogon,0.54,22.7,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Thyropteridae,Thyroptera,Thyroptera_tricolor,0.23,4.5,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Phyllostomidae,Tonatia,Tonatia_bidens,0.79,29.4,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Phyllostomidae,Trachops,Trachops_cirrhosus,1,36.9,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Hipposideridae,Triaenops,Triaenops_persicus,0.27,13.7,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Vespertilionidae,Tylonycteris,Tylonycteris_pachypus,0.08,4.8,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Vespertilionidae,Tylonycteris,Tylonycteris_robustula,0.11,7.2,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Phyllostomidae,Uroderma,Uroderma_bilobatum,0.53,16.4,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Phyllostomidae,Vampyressa,Vampyressa_pusilla,0.38,8.6,BrainMass,g,10.1038/s41559-024-02451-3
Chiroptera,Phyllostomidae,Vampyrum,Vampyrum_spectrum,2.59,173,BrainMass,g,10.1038/s41559-024-02451-3
Diprotodontia,Potoroidae,Bettongia,Bettongia_gaimardi,12.12,1273,BrainMass,g,10.1038/s41559-024-02451-3
Diprotodontia,Potoroidae,Bettongia,Bettongia_penicillata,9.9,981,BrainMass,g,10.1038/s41559-024-02451-3
Diprotodontia,Burramyidae,Cercartetus,Cercartetus_concinnus,0.31,9.5,BrainMass,g,10.1038/s41559-024-02451-3
Diprotodontia,Burramyidae,Cercartetus,Cercartetus_lepidus,0.37,7.8,BrainMass,g,10.1038/s41559-024-02451-3
Diprotodontia,Petauridae,Dactylopsila,Dactylopsila_trivirgata,6.04,506,BrainMass,g,10.1038/s41559-024-02451-3
Diprotodontia,Macropodidae,Dendrolagus,Dendrolagus_dorianus,33.46,7897,BrainMass,g,10.1038/s41559-024-02451-3
Diprotodontia,Macropodidae,Dendrolagus,Dendrolagus_inustus,31.18,10119,BrainMass,g,10.1038/s41559-024-02451-3
Diprotodontia,Acrobatidae,Distoechurus,Distoechurus_pennatus,0.97,45.4,BrainMass,g,10.1038/s41559-024-02451-3
Diprotodontia,Petauridae,Gymnobelideus,Gymnobelideus_leadbeateri,2.95,90.5,BrainMass,g,10.1038/s41559-024-02451-3
Diprotodontia,Macropodidae,Lagorchestes,Lagorchestes_conspicillatus,14.5,2015,BrainMass,g,10.1038/s41559-024-02451-3
Diprotodontia,Macropodidae,Macropus,Macropus_antilopinus,58.84,31286,BrainMass,g,10.1038/s41559-024-02451-3
Diprotodontia,Macropodidae,Macropus,Macropus_eugenii,24.55,4425,BrainMass,g,10.1038/s41559-024-02451-3
Diprotodontia,Macropodidae,Macropus,Macropus_giganteus,61.68,32367.94,BrainMass,g,10.1038/s41559-024-02451-3
Diprotodontia,Macropodidae,Macropus,Macropus_parma,17.4,3760,BrainMass,g,10.1038/s41559-024-02451-3
Diprotodontia,Macropodidae,Macropus,Macropus_parryi,42.79,15194,BrainMass,g,10.1038/s41559-024-02451-3
Diprotodontia,Macropodidae,Macropus,Macropus_robustus,61.12,35540,BrainMass,g,10.1038/s41559-024-02451-3
Diprotodontia,Macropodidae,Macropus,Macropus_rufogriseus,38.15,12257.5,BrainMass,g,10.1038/s41559-024-02451-3
Diprotodontia,Macropodidae,Onychogalea,Onychogalea_fraenata,13.5,1433,BrainMass,g,10.1038/s41559-024-02451-3
Diprotodontia,Pseudocheiridae,Petauroides,Petauroides_volans,4.86,900,BrainMass,g,10.1038/s41559-024-02451-3
Diprotodontia,Macropodidae,Petrogale,Petrogale_concinna,11.4,1407,BrainMass,g,10.1038/s41559-024-02451-3
Diprotodontia,Macropodidae,Petrogale,Petrogale_penicillata,24.76,5990,BrainMass,g,10.1038/s41559-024-02451-3
Diprotodontia,Macropodidae,Petrogale,Petrogale_persephone,22.27,5732,BrainMass,g,10.1038/s41559-024-02451-3
Diprotodontia,Phalangeridae,Phalanger,Phalanger_carmelitae,8.8,1754,BrainMass,g,10.1038/s41559-024-02451-3
Diprotodontia,Phalangeridae,Phalanger,Phalanger_orientalis,8.61,1674,BrainMass,g,10.1038/s41559-024-02451-3
Diprotodontia,Phalangeridae,Phalanger,Phalanger_vestitus,9.88,1672,BrainMass,g,10.1038/s41559-024-02451-3
Diprotodontia,Pseudocheiridae,Pseudocheirus,Pseudocheirus_peregrinus,5.78,759,BrainMass,g,10.1038/s41559-024-02451-3
Diprotodontia,Macropodidae,Setonix,Setonix_brachyurus,17.5,3500,BrainMass,g,10.1038/s41559-024-02451-3
Diprotodontia,Phalangeridae,Spilocuscus,Spilocuscus_maculatus,13.88,3127,BrainMass,g,10.1038/s41559-024-02451-3
Diprotodontia,Macropodidae,Thylogale,Thylogale_billardierii,22.9,3618,BrainMass,g,10.1038/s41559-024-02451-3
Diprotodontia,Macropodidae,Thylogale,Thylogale_thetis,19.89,3694,BrainMass,g,10.1038/s41559-024-02451-3
Diprotodontia,Phalangeridae,Trichosurus,Trichosurus_vulpecula,11.4,1761,BrainMass,g,10.1038/s41559-024-02451-3
Diprotodontia,Vombatidae,Vombatus,Vombatus_ursinus,61.12,27192,BrainMass,g,10.1038/s41559-024-02451-3
Diprotodontia,Macropodidae,Wallabia,Wallabia_bicolor,32.7,16400,BrainMass,g,10.1038/s41559-024-02451-3
